SEX,AGE,HCOVANY,EDUC,EMPSTAT,FTOTINC,VETSTAT,pov,BLACK
Male,68,With health insurance coverage,High school,Not in labor force,58000,Not a veteran,0,0
Female,60,With health insurance coverage,High school,Employed,133000,Not a veteran,0,0
Male,73,With health insurance coverage,High school,Employed,319800,Veteran,0,0
Male,90,With health insurance coverage,High school,Not in labor force,64800,Not a veteran,0,0
Female,54,With health insurance coverage,Some college,Employed,162000,Not a veteran,0,0
Female,54,With health insurance coverage,4+ years of college,Employed,489000,Not a veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Not in labor force,52400,Not a veteran,0,0
Male,48,With health insurance coverage,4+ years of college,Employed,133000,Not a veteran,0,0
Male,45,With health insurance coverage,Some college,Employed,82000,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Not in labor force,48900,Not a veteran,0,0
Male,28,With health insurance coverage,Some college,Employed,106000,Not a veteran,0,0
Female,24,With health insurance coverage,High school,Employed,35000,Not a veteran,0,0
Female,82,With health insurance coverage,Some high school,Not in labor force,23700,Not a veteran,0,0
Male,26,With health insurance coverage,Some college,Employed,127000,Not a veteran,0,0
Female,72,With health insurance coverage,High school,Not in labor force,14310,Not a veteran,0,0
Female,33,With health insurance coverage,4+ years of college,Employed,62000,Not a veteran,0,0
Male,34,With health insurance coverage,4+ years of college,Employed,130000,Not a veteran,0,0
Male,60,With health insurance coverage,Some high school,Not in labor force,24000,Veteran,0,0
Female,58,With health insurance coverage,Some college,Employed,25000,Not a veteran,0,0
Female,52,With health insurance coverage,High school,Employed,20000,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Employed,160300,Not a veteran,0,0
Male,36,With health insurance coverage,Some college,Employed,125000,Not a veteran,0,0
Female,76,With health insurance coverage,Some college,Not in labor force,2300,Not a veteran,1,0
Male,62,With health insurance coverage,High school,Employed,111600,Not a veteran,0,0
Male,32,With health insurance coverage,4+ years of college,Employed,55000,Not a veteran,0,0
Female,33,With health insurance coverage,High school,Employed,100000,Not a veteran,0,0
Female,79,With health insurance coverage,4+ years of college,Not in labor force,189900,Not a veteran,0,0
Male,74,With health insurance coverage,Some college,Not in labor force,41100,Not a veteran,0,0
Female,34,With health insurance coverage,Some college,Employed,35000,Not a veteran,0,1
Female,53,With health insurance coverage,High school,Employed,78700,Not a veteran,0,0
Male,72,With health insurance coverage,4+ years of college,Not in labor force,85900,Not a veteran,0,0
Male,95,With health insurance coverage,4+ years of college,Not in labor force,58870,Not a veteran,0,0
Male,66,With health insurance coverage,Some college,Not in labor force,88200,Not a veteran,0,0
Male,72,With health insurance coverage,4+ years of college,Not in labor force,83700,Not a veteran,0,0
Male,54,With health insurance coverage,Some college,Employed,110000,Not a veteran,0,0
Male,63,With health insurance coverage,4+ years of college,Employed,501000,Not a veteran,0,0
Male,46,With health insurance coverage,Some college,Employed,152700,Not a veteran,0,0
Female,51,With health insurance coverage,4+ years of college,Employed,185000,Not a veteran,0,0
Male,49,With health insurance coverage,Some college,Employed,30000,Not a veteran,0,0
Male,27,With health insurance coverage,Some college,Employed,71000,Not a veteran,0,0
Male,46,With health insurance coverage,4+ years of college,Employed,54000,Not a veteran,0,0
Female,35,With health insurance coverage,4+ years of college,Employed,100000,Not a veteran,0,0
Male,50,With health insurance coverage,High school,Employed,62000,Veteran,0,0
Male,78,With health insurance coverage,4+ years of college,Not in labor force,114300,Not a veteran,0,1
Female,20,No health insurance coverage,Some college,Employed,6000,Not a veteran,1,0
Male,44,With health insurance coverage,Some college,Employed,85360,Veteran,0,0
Male,82,With health insurance coverage,High school,Not in labor force,133600,Not a veteran,0,0
Female,75,With health insurance coverage,Some college,Not in labor force,40700,Not a veteran,0,0
Female,71,With health insurance coverage,Some college,Not in labor force,49900,Not a veteran,0,0
Male,72,With health insurance coverage,High school,Not in labor force,45300,Veteran,0,0
Female,46,With health insurance coverage,High school,Not in labor force,19350,Not a veteran,0,1
Female,46,With health insurance coverage,4+ years of college,Employed,559000,Not a veteran,0,0
Female,34,With health insurance coverage,Some college,Employed,131000,Not a veteran,0,0
Female,56,With health insurance coverage,High school,Employed,110300,Not a veteran,0,0
Female,65,With health insurance coverage,Some college,Not in labor force,74500,Not a veteran,0,0
Female,28,With health insurance coverage,High school,Not in labor force,120000,Not a veteran,0,0
Male,86,With health insurance coverage,High school,Not in labor force,14000,Not a veteran,0,0
Female,51,With health insurance coverage,4+ years of college,Employed,38000,Not a veteran,0,0
Female,43,With health insurance coverage,Some college,Employed,85000,Not a veteran,0,0
Female,34,With health insurance coverage,Some high school,Not in labor force,60000,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,20300,Not a veteran,0,0
Female,63,With health insurance coverage,4+ years of college,Not in labor force,48400,Not a veteran,0,0
Male,77,With health insurance coverage,High school,Not in labor force,39700,Not a veteran,0,0
Female,78,With health insurance coverage,High school,Employed,55600,Not a veteran,0,0
Male,56,With health insurance coverage,High school,Employed,9600,Not a veteran,1,0
Female,86,With health insurance coverage,High school,Not in labor force,34800,Not a veteran,0,0
Female,61,With health insurance coverage,High school,Not in labor force,77300,Not a veteran,0,0
Male,71,With health insurance coverage,Some high school,Employed,56700,Not a veteran,0,0
Male,73,With health insurance coverage,High school,Not in labor force,72000,Not a veteran,0,0
Female,50,With health insurance coverage,High school,Employed,110300,Not a veteran,0,0
Female,80,With health insurance coverage,High school,Not in labor force,70300,Not a veteran,0,0
Male,79,With health insurance coverage,Some college,Not in labor force,70100,Not a veteran,0,0
Female,75,With health insurance coverage,High school,Not in labor force,26200,Not a veteran,0,0
Male,40,With health insurance coverage,4+ years of college,Employed,63000,Not a veteran,0,0
Female,34,With health insurance coverage,Some college,Not in labor force,80000,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,12100,Not a veteran,1,0
Male,65,With health insurance coverage,4+ years of college,Not in labor force,103500,Not a veteran,0,0
Male,27,With health insurance coverage,4+ years of college,Employed,153000,Not a veteran,0,0
Female,86,With health insurance coverage,Some college,Not in labor force,18900,Not a veteran,0,0
Male,35,With health insurance coverage,High school,Employed,30000,Not a veteran,0,0
Female,48,With health insurance coverage,4+ years of college,Employed,263000,Not a veteran,0,0
Female,60,With health insurance coverage,Some college,Employed,36000,Not a veteran,0,0
Male,90,With health insurance coverage,Some college,Not in labor force,42000,Veteran,0,0
Male,75,With health insurance coverage,Some college,Not in labor force,78000,Veteran,0,0
Female,28,With health insurance coverage,High school,Not in labor force,80000,Not a veteran,0,0
Male,74,With health insurance coverage,High school,Not in labor force,42100,Veteran,0,0
Male,63,With health insurance coverage,Some college,Employed,49000,Not a veteran,0,0
Male,85,With health insurance coverage,4+ years of college,Not in labor force,7600,Veteran,1,0
Female,36,With health insurance coverage,Some college,Not in labor force,30000,Not a veteran,1,0
Male,76,With health insurance coverage,High school,Not in labor force,65700,Not a veteran,0,0
Female,76,With health insurance coverage,High school,Not in labor force,47300,Not a veteran,0,1
Male,64,With health insurance coverage,High school,Employed,112000,Not a veteran,0,0
Male,46,With health insurance coverage,High school,Employed,56000,Not a veteran,0,0
Male,81,With health insurance coverage,High school,Not in labor force,73700,Not a veteran,0,0
Female,58,With health insurance coverage,Some college,Employed,152000,Not a veteran,0,1
Female,62,With health insurance coverage,Some college,Not in labor force,60100,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,20100,Not a veteran,0,0
Male,95,With health insurance coverage,Some college,Not in labor force,66400,Veteran,0,0
Male,57,With health insurance coverage,4+ years of college,Employed,31000,Not a veteran,0,1
Female,69,With health insurance coverage,High school,Not in labor force,12200,Not a veteran,1,0
Male,53,With health insurance coverage,4+ years of college,Employed,50000,Not a veteran,0,0
Male,42,With health insurance coverage,4+ years of college,Employed,1219000,Not a veteran,0,0
Male,74,With health insurance coverage,High school,Not in labor force,16700,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Not in labor force,18000,Not a veteran,0,0
Male,39,With health insurance coverage,Some college,Employed,37000,Not a veteran,0,0
Male,65,With health insurance coverage,Some college,Not in labor force,229200,Not a veteran,0,0
Female,61,With health insurance coverage,High school,Not in labor force,9100,Not a veteran,1,0
Female,83,With health insurance coverage,High school,Not in labor force,30500,Not a veteran,0,0
Female,34,With health insurance coverage,High school,Employed,72000,Not a veteran,0,0
Female,61,With health insurance coverage,High school,Not in labor force,37000,Not a veteran,0,0
Male,40,With health insurance coverage,Some college,Employed,65000,Not a veteran,0,0
Female,50,With health insurance coverage,Some college,Not in labor force,37700,Not a veteran,0,0
Male,23,With health insurance coverage,High school,Employed,102000,Not a veteran,0,0
Male,45,With health insurance coverage,4+ years of college,Employed,246700,Not a veteran,0,0
Female,46,With health insurance coverage,4+ years of college,Employed,30000,Not a veteran,0,0
Female,53,With health insurance coverage,Some high school,Not in labor force,14600,Not a veteran,1,0
Male,39,With health insurance coverage,High school,Employed,61000,Not a veteran,0,0
Male,63,With health insurance coverage,4+ years of college,Not in labor force,41000,Not a veteran,0,1
Female,57,With health insurance coverage,High school,Not in labor force,15300,Not a veteran,0,0
Male,65,With health insurance coverage,Some college,Not in labor force,28500,Not a veteran,0,0
Female,59,With health insurance coverage,Some college,Employed,43000,Not a veteran,0,0
